时间,代码,名称,开盘价,收盘价,最高价,最低价,成交量,成交额,涨幅,振幅
2015-07-01 09:30:00,sz000607,华媒控股,15.16,15.16,15.16,15.16,5208,7895328,0.0,0.0
2015-07-01 09:31:00,sz000607,华媒控股,14.9,15.0,15.0,14.9,7285,10878470,-1.06,0.66
2015-07-01 09:32:00,sz000607,华媒控股,15.1,15.15,15.15,15.1,6184,9348513,1.0,0.33
2015-07-01 09:33:00,sz000607,华媒控股,15.2,15.3,15.3,15.2,4080,6224439,0.99,0.66
2015-07-01 09:34:00,sz000607,华媒控股,15.37,15.6,15.6,15.37,5176,8017894,1.96,1.5
2015-07-01 09:35:00,sz000607,华媒控股,15.7,15.75,15.75,15.7,3323,5225215,0.96,0.32
2015-07-01 09:36:00,sz000607,华媒控股,15.75,15.64,15.75,15.64,6293,9868212,-0.7,0.7
2015-07-01 09:37:00,sz000607,华媒控股,15.5,15.5,15.5,15.5,2151,3334050,-0.9,0.0
2015-07-01 09:38:00,sz000607,华媒控股,15.5,15.58,15.58,15.5,3125,4853586,0.52,0.52
2015-07-01 09:39:00,sz000607,华媒控股,15.53,15.62,15.62,15.53,3788,5897911,0.26,0.58
2015-07-01 09:40:00,sz000607,华媒控股,15.55,15.55,15.55,15.55,1743,2710365,-0.45,0.0
2015-07-01 09:41:00,sz000607,华媒控股,15.59,15.65,15.65,15.59,1511,2363224,0.64,0.39
2015-07-01 09:42:00,sz000607,华媒控股,15.7,15.74,15.74,15.7,996,1566688,0.58,0.26
2015-07-01 09:43:00,sz000607,华媒控股,15.78,15.7,15.78,15.7,4717,7417052,-0.25,0.51
2015-07-01 09:44:00,sz000607,华媒控股,15.63,15.6,15.63,15.6,1099,1716145,-0.64,0.19
2015-07-01 09:45:00,sz000607,华媒控股,15.6,15.55,15.6,15.54,1904,2963922,-0.32,0.38
2015-07-01 09:46:00,sz000607,华媒控股,15.56,15.55,15.58,15.55,1278,1988036,0.0,0.19
2015-07-01 09:47:00,sz000607,华媒控股,15.57,15.58,15.58,15.57,985,1534277,0.19,0.06
2015-07-01 09:48:00,sz000607,华媒控股,15.58,15.59,15.6,15.58,1143,1782092,0.06,0.13
2015-07-01 09:49:00,sz000607,华媒控股,15.6,15.58,15.6,15.58,1273,1984553,-0.06,0.13
2015-07-01 09:50:00,sz000607,华媒控股,15.62,15.6,15.62,15.6,1386,2164460,0.13,0.13
2015-07-01 09:51:00,sz000607,华媒控股,15.6,15.6,15.63,15.59,1138,1775166,0.0,0.26
2015-07-01 09:52:00,sz000607,华媒控股,15.61,15.65,15.65,15.61,688,1076412,0.32,0.26
2015-07-01 09:53:00,sz000607,华媒控股,15.68,15.69,15.69,15.68,792,1242031,0.26,0.06
2015-07-01 09:54:00,sz000607,华媒控股,15.69,15.73,15.75,15.69,1235,1940874,0.25,0.38
2015-07-01 09:55:00,sz000607,华媒控股,15.7,15.7,15.7,15.69,363,569850,-0.19,0.06
2015-07-01 09:56:00,sz000607,华媒控股,15.69,15.69,15.69,15.69,704,1104576,-0.06,0.0
2015-07-01 09:57:00,sz000607,华媒控股,15.68,15.65,15.68,15.65,757,1186580,-0.25,0.19
2015-07-01 09:58:00,sz000607,华媒控股,15.6,15.6,15.6,15.6,749,1168440,-0.32,0.0
2015-07-01 09:59:00,sz000607,华媒控股,15.59,15.55,15.59,15.55,732,1139323,-0.32,0.26
2015-07-01 10:00:00,sz000607,华媒控股,15.55,15.55,15.55,15.52,2535,3935904,0.0,0.19
2015-07-01 10:01:00,sz000607,华媒控股,15.55,15.59,15.59,15.55,719,1119095,0.26,0.26
2015-07-01 10:02:00,sz000607,华媒控股,15.6,15.64,15.64,15.6,308,481250,0.32,0.26
2015-07-01 10:03:00,sz000607,华媒控股,15.63,15.63,15.63,15.63,404,631452,-0.06,0.0
2015-07-01 10:04:00,sz000607,华媒控股,15.6,15.6,15.62,15.6,800,1248574,-0.19,0.13
2015-07-01 10:05:00,sz000607,华媒控股,15.58,15.58,15.58,15.58,324,504792,-0.13,0.0
