day,sess,symbol,reason,source,intent
2018-11-13,am,sz.002475,protection,2018-11-13,risk
2018-11-13,am,sh.600448,time_exit,2018-11-13,profit
2018-11-13,pm,sz.002475,protection,2018-11-13,risk
2018-11-13,pm,sh.600448,time_exit,2018-11-13,profit
2018-11-14,am,sz.002475,protection,2018-11-13,risk
2018-11-14,am,sh.600448,time_exit,2018-11-13,profit
2018-11-14,am,sz.002475,time_exit,2018-11-14,profit
2018-11-15,am,sz.000789,time_exit,2018-11-15,profit
2018-11-15,pm,sz.000789,time_exit,2018-11-15,profit
2018-11-19,am,sz.000593,time_exit,2018-11-19,profit
2018-11-19,pm,sz.000593,time_exit,2018-11-19,profit
2018-11-20,am,sz.000593,time_exit,2018-11-19,profit
2018-12-25,am,sz.000818,stop,2018-12-25,risk
2018-12-25,pm,sz.000818,stop,2018-12-25,risk
2019-01-31,pm,sh.600355,stop,2019-01-31,risk
2019-02-01,am,sh.600355,stop,2019-01-31,risk
2019-02-11,am,sz.002299,take_half,2019-02-11,profit
2019-02-11,pm,sz.002299,take_half,2019-02-11,profit
2019-02-18,am,sz.002299,take_half,2019-02-18,profit
2019-02-18,pm,sz.002299,take_half,2019-02-18,profit
2019-02-18,pm,sz.002916,take_half,2019-02-18,profit
2019-02-19,am,sz.002916,take_half,2019-02-18,profit
2019-02-19,pm,sz.002299,clear,2019-02-19,profit
2019-02-19,pm,sz.002916,take_half,2019-02-18,profit
2019-02-20,am,sz.002299,clear,2019-02-19,risk
2019-02-20,am,sz.002916,time_exit,2019-02-20,profit
2019-02-20,pm,sz.002916,time_exit,2019-02-20,profit
2019-02-21,am,sz.002024,time_exit,2019-02-21,profit
2019-02-21,pm,sz.002024,time_exit,2019-02-21,profit
2019-03-11,am,sz.002458,take_half,2019-03-11,profit
2019-03-11,am,sh.600025,time_exit,2019-03-11,profit
2019-03-11,pm,sz.002458,take_half,2019-03-11,profit
2019-03-11,pm,sh.600025,time_exit,2019-03-11,profit
2019-03-12,pm,sz.002458,clear,2019-03-12,profit
2019-03-13,am,sz.002458,clear,2019-03-12,risk
2019-03-18,am,sz.002234,protection,2019-03-18,risk
2019-03-18,pm,sz.002234,protection,2019-03-18,risk
2019-04-02,am,sz.002930,time_exit,2019-04-02,profit
2019-04-02,pm,sz.002930,time_exit,2019-04-02,profit
2019-04-04,am,sz.002648,take_half,2019-04-04,profit
2019-04-04,pm,sz.002648,take_half,2019-04-04,profit
2019-04-08,pm,sz.002648,clear,2019-04-08,profit
2019-04-09,am,sz.002648,clear,2019-04-08,risk
2019-04-11,am,sz.002181,time_exit,2019-04-11,profit
2019-04-11,pm,sz.002181,time_exit,2019-04-11,profit
2019-04-22,am,sz.000999,time_exit,2019-04-22,profit
2019-04-22,pm,sz.000999,time_exit,2019-04-22,profit
2019-04-26,pm,sz.002240,stop,2019-04-26,risk
2019-04-29,am,sh.600129,stop,2019-04-29,risk
2019-04-29,am,sz.002240,stop,2019-04-26,risk
2019-04-29,pm,sh.600129,stop,2019-04-29,risk
2019-05-06,am,sz.002139,stop,2019-05-06,risk
2019-05-06,pm,sh.601058,stop,2019-05-06,risk
2019-05-06,pm,sz.002139,stop,2019-05-06,risk
2019-05-06,pm,sz.002299,account_trim,2019-04-30,risk
2019-05-06,pm,sz.002746,account_trim,2019-04-30,risk
2019-05-07,am,sh.601058,stop,2019-05-06,risk
2019-05-07,am,sz.002299,account_trim,2019-04-30,risk
2019-05-07,am,sz.002746,account_trim,2019-04-30,risk
2019-05-07,pm,sz.002746,account_trim,2019-04-30,risk
2019-05-08,am,sz.002746,account_trim,2019-04-30,risk
2019-05-09,am,sz.002695,stop,2019-05-09,risk
2019-05-09,am,sz.002299,time_exit,2019-05-09,profit
2019-05-09,pm,sz.002695,stop,2019-05-09,risk
2019-05-09,pm,sz.002299,time_exit,2019-05-09,profit
2019-05-14,am,sz.002512,account_trim,2019-04-30,risk
2019-05-14,am,sz.002591,account_trim,2019-04-30,risk
2019-05-14,pm,sz.002512,account_trim,2019-04-30,risk
2019-05-14,pm,sz.002591,account_trim,2019-04-30,risk
2019-05-15,am,sh.600626,account_trim,2019-04-30,risk
2019-05-15,pm,sh.600626,account_trim,2019-04-30,risk
2019-05-22,am,sz.002512,account_trim,2019-04-30,risk
2019-05-22,pm,sz.002512,account_trim,2019-04-30,risk
2019-05-24,am,sh.600626,protection,2019-05-24,risk
2019-05-24,pm,sh.600626,protection,2019-05-24,risk
2019-05-28,am,sz.002746,stop,2019-05-28,risk
2019-05-28,pm,sz.002746,stop,2019-05-28,risk
2019-05-30,am,sz.002512,protection,2019-05-30,risk
2019-05-30,pm,sz.002512,protection,2019-05-30,risk
2019-06-03,am,sz.002591,stop,2019-06-03,risk
2019-06-03,am,sz.002675,account_trim,2019-05-31,risk
2019-06-03,pm,sz.002591,stop,2019-06-03,risk
2019-06-03,pm,sz.002675,account_trim,2019-05-31,risk
2019-06-04,am,sz.002591,stop,2019-06-03,risk
2019-07-01,am,sz.002675,time_exit,2019-07-01,profit
2019-07-01,pm,sz.002675,time_exit,2019-07-01,profit
2019-07-08,am,sz.002463,account_trim,2019-06-28,risk
2019-07-08,pm,sz.002463,account_trim,2019-06-28,risk
2019-07-15,am,sz.002522,account_trim,2019-06-28,risk
2019-07-15,pm,sz.002522,account_trim,2019-06-28,risk
2019-08-02,am,sz.002274,stop,2019-08-02,risk
2019-08-02,am,sz.002522,stop,2019-08-02,risk
2019-08-02,pm,sz.002274,stop,2019-08-02,risk
2019-08-02,pm,sz.002522,stop,2019-08-02,risk
2019-08-05,am,sz.002522,stop,2019-08-02,risk
2019-08-05,am,sz.002463,time_exit,2019-08-05,profit
2019-08-05,pm,sz.002463,time_exit,2019-08-05,profit
2019-08-12,am,sz.002353,time_exit,2019-08-12,profit
2019-08-12,pm,sz.002353,time_exit,2019-08-12,profit
2019-08-15,am,sh.600383,account_trim,2019-07-31,risk
2019-08-15,pm,sh.600383,account_trim,2019-07-31,risk
2019-08-16,pm,sh.601615,account_trim,2019-07-31,risk
2019-08-19,am,sh.601615,account_trim,2019-07-31,risk
2019-09-03,pm,sz.002214,account_trim,2019-08-30,risk
2019-09-05,am,sh.601615,take_half,2019-09-05,profit
2019-09-05,pm,sh.601615,take_half,2019-09-05,profit
2019-09-10,am,sh.601615,clear,2019-09-10,profit
2019-09-10,pm,sh.601615,clear,2019-09-10,risk
2019-09-12,am,sh.600383,time_exit,2019-09-12,profit
2019-09-12,pm,sh.600383,time_exit,2019-09-12,profit
2019-09-17,am,sz.002214,time_exit,2019-09-17,profit
2019-09-17,pm,sz.002214,time_exit,2019-09-17,profit
2019-09-25,am,sz.002832,account_trim,2019-08-30,risk
2019-09-25,pm,sz.002832,account_trim,2019-08-30,risk
2019-09-27,am,sz.002625,time_exit,2019-09-27,profit
2019-09-27,pm,sz.002625,time_exit,2019-09-27,profit
2019-10-15,am,sz.000739,account_trim,2019-09-30,risk
2019-10-15,pm,sz.000739,account_trim,2019-09-30,risk
2019-10-17,am,sz.000009,account_trim,2019-09-30,risk
2019-10-17,pm,sz.000009,account_trim,2019-09-30,risk
2019-10-30,am,sz.002832,time_exit,2019-10-30,profit
2019-10-30,pm,sz.002832,time_exit,2019-10-30,profit
2019-11-12,am,sz.000739,time_exit,2019-11-12,profit
2019-11-12,pm,sz.000739,time_exit,2019-11-12,profit
2019-11-14,am,sh.600063,time_exit,2019-11-14,profit
2019-11-14,am,sz.000009,time_exit,2019-11-14,profit
2019-11-14,pm,sh.600063,time_exit,2019-11-14,profit
2019-11-14,pm,sz.000009,time_exit,2019-11-14,profit
2019-11-29,am,sz.002197,time_exit,2019-11-29,profit
2019-11-29,pm,sz.002197,time_exit,2019-11-29,profit
2020-01-14,am,sz.002299,account_trim,2019-12-31,risk
2020-01-14,pm,sz.002299,account_trim,2019-12-31,risk
2020-01-15,am,sz.002476,account_trim,2019-12-31,risk
2020-01-15,pm,sz.002476,account_trim,2019-12-31,risk
2020-01-16,am,sz.000672,account_trim,2019-12-31,risk
2020-01-16,pm,sz.000672,account_trim,2019-12-31,risk
2020-01-20,am,sz.002299,stop,2020-01-20,risk
2020-01-20,pm,sz.002299,stop,2020-01-20,risk
2020-01-21,am,sz.002299,stop,2020-01-20,risk
2020-01-21,pm,sz.002299,stop,2020-01-20,risk
2020-01-22,am,sz.002299,stop,2020-01-20,risk
2020-01-23,pm,sz.000672,stop,2020-01-23,risk
2020-02-03,am,sh.600846,stop,2020-02-03,risk
2020-02-03,am,sz.000672,stop,2020-01-23,risk
2020-02-03,am,sz.002476,stop,2020-02-03,risk
2020-02-03,pm,sh.600846,stop,2020-02-03,risk
2020-02-03,pm,sz.002476,stop,2020-02-03,risk
2020-02-04,am,sh.600846,stop,2020-02-03,risk
2020-02-04,am,sz.002476,stop,2020-02-03,risk
2020-02-07,am,sh.600171,account_trim,2020-01-23,risk
2020-02-07,pm,sh.600171,account_trim,2020-01-23,risk
2020-02-11,am,sh.603456,stop,2020-02-11,risk
2020-02-11,pm,sh.603456,stop,2020-02-11,risk
2020-02-12,am,sh.603456,stop,2020-02-11,risk
2020-02-18,am,sh.600223,time_exit,2020-02-18,profit
2020-02-18,pm,sh.600223,time_exit,2020-02-18,profit
2020-02-25,pm,sh.603596,account_trim,2020-01-23,risk
2020-02-28,am,sh.600171,protection,2020-02-28,risk
2020-02-28,am,sh.603596,protection,2020-02-28,risk
2020-02-28,pm,sh.600171,protection,2020-02-28,risk
2020-02-28,pm,sh.603596,protection,2020-02-28,risk
2020-03-23,am,sz.002409,account_trim,2020-02-28,risk
