day,sess,symbol,reason,source,intent
2019-03-05,am,sz.002181,take_half,2019-03-05,profit
2019-03-05,pm,sz.002181,take_half,2019-03-05,profit
2019-03-08,am,sz.002098,time_exit,2019-03-08,profit
2019-03-08,am,sz.002129,time_exit,2019-03-08,profit
2019-03-08,am,sz.002181,time_exit,2019-03-08,profit
2019-03-08,am,sz.002270,time_exit,2019-03-08,profit
2019-04-25,pm,sz.000996,protection,2019-04-25,risk
2019-04-29,am,sz.002575,stop,2019-04-29,risk
2019-05-06,am,sz.002079,stop,2019-05-06,risk
2019-05-06,pm,sz.002079,stop,2019-05-06,risk
2019-05-14,am,sz.002882,time_exit,2019-05-14,profit
2019-07-29,am,sz.002592,stop,2019-07-29,risk
2019-08-06,am,sz.002745,stop,2019-08-06,risk
2019-08-07,am,sz.002299,time_exit,2019-08-07,profit
2019-08-12,am,sz.000912,time_exit,2019-08-12,profit
2019-10-11,pm,sz.002299,account_trim,2019-09-30,risk
2019-10-11,pm,sz.002318,account_trim,2019-09-30,risk
2019-11-01,am,sz.002299,protection,2019-11-01,risk
2019-11-07,am,sz.002318,time_exit,2019-11-07,profit
2019-11-11,am,sz.002639,time_exit,2019-11-11,profit
2019-11-13,am,sz.002151,time_exit,2019-11-13,profit
